Date,Adj Close,Close,High,Low,Open,Volume
2015-01-13 00:00:00+00:00,2343.986816,3075,3087.5,3037.5,3037.5,32302800
2015-01-14 00:00:00+00:00,2324.929932,3050,3100,3050,3075,34135800
2015-01-15 00:00:00+00:00,2343.986816,3075,3100,3037.5,3075,40961600
2015-01-16 00:00:00+00:00,2277.288086,2987.5,3062.5,2975,3037.5,56018800
2015-01-19 00:00:00+00:00,2277.288086,2987.5,3025,2975,3012.5,27434800
2015-01-20 00:00:00+00:00,2248.703125,2950,2987.5,2862.5,2987.5,83038800
2015-01-21 00:00:00+00:00,2277.288086,2987.5,3000,2937.5,2962.5,44688400
2015-01-22 00:00:00+00:00,2267.759033,2975,3025,2975,3000,84164000
2015-01-23 00:00:00+00:00,2324.929932,3050,3087.5,3012.5,3012.5,80012600
2015-01-26 00:00:00+00:00,2324.929932,3050,3075,2987.5,2987.5,52595800
2015-01-27 00:00:00+00:00,2363.043701,3100,3137.5,3050,3062.5,77835000
2015-01-28 00:00:00+00:00,2353.515137,3087.5,3150,3087.5,3125,45513200
2015-01-29 00:00:00+00:00,2343.986816,3075,3112.5,3075,3087.5,28126800
2015-01-30 00:00:00+00:00,2382.10083,3125,3137.5,3087.5,3112.5,76591400
2015-02-02 00:00:00+00:00,2382.10083,3125,3137.5,3087.5,3100,30717600
2015-02-03 00:00:00+00:00,2448.799316,3212.5,3225,3137.5,3150,65318400
2015-02-04 00:00:00+00:00,2477.384277,3250,3412.5,3225,3250,86321600
2015-02-05 00:00:00+00:00,2458.327881,3225,3337.5,3187.5,3300,52550200
2015-02-06 00:00:00+00:00,2544.083496,3337.5,3387.5,3275,3287.5,65447800
2015-02-09 00:00:00+00:00,2620.310547,3437.5,3537.5,3362.5,3387.5,64859600
2015-02-10 00:00:00+00:00,2591.725586,3400,3500,3400,3462.5,40042800
2015-02-11 00:00:00+00:00,2563.140137,3362.5,3412.5,3362.5,3375,34928000
2015-02-12 00:00:00+00:00,2563.140137,3362.5,3387.5,3325,3387.5,21447000
2015-02-13 00:00:00+00:00,2544.083496,3337.5,3400,3325,3387.5,29701000
2015-02-16 00:00:00+00:00,2544.083496,3337.5,3375,3325,3362.5,23542000
2015-02-17 00:00:00+00:00,2534.554688,3325,3350,3325,3325,12337600
2015-02-18 00:00:00+00:00,2629.838867,3450,3462.5,3375,3400,84983600
2015-02-20 00:00:00+00:00,2629.838867,3450,3537.5,3450,3487.5,32341600
2015-02-23 00:00:00+00:00,2639.367188,3462.5,3500,3412.5,3500,27499400
2015-02-24 00:00:00+00:00,2658.424072,3487.5,3500,3450,3487.5,34350000
2015-02-25 00:00:00+00:00,2658.424072,3487.5,3500,3462.5,3500,29545200
2015-02-26 00:00:00+00:00,2639.367188,3462.5,3487.5,3425,3462.5,28528200
2015-02-27 00:00:00+00:00,2620.310547,3437.5,3487.5,3437.5,3487.5,37951000
2015-03-02 00:00:00+00:00,2610.782227,3425,3475,3412.5,3462.5,49290400
2015-03-03 00:00:00+00:00,2544.083496,3337.5,3437.5,3325,3412.5,69853800
2015-03-04 00:00:00+00:00,2534.554688,3325,3375,3275,3337.5,58756000
2015-03-05 00:00:00+00:00,2544.083496,3337.5,3362.5,3325,3337.5,50280000
2015-03-06 00:00:00+00:00,2582.196777,3387.5,3400,3350,3362.5,76903800
2015-03-09 00:00:00+00:00,2553.611328,3350,3387.5,3337.5,3375,60375200
2015-03-10 00:00:00+00:00,2572.668457,3375,3425,3337.5,3350,79518600
2015-03-11 00:00:00+00:00,2553.611328,3350,3387.5,3337.5,3375,72916800
2015-03-12 00:00:00+00:00,2563.140137,3362.5,3412.5,3337.5,3362.5,51661400
2015-03-13 00:00:00+00:00,2572.668457,3375,3387.5,3350,3387.5,40006000
2015-03-16 00:00:00+00:00,2639.367188,3462.5,3462.5,3337.5,3362.5,61621800
2015-03-17 00:00:00+00:00,2629.838867,3450,3487.5,3425,3462.5,41834400
2015-03-18 00:00:00+00:00,2648.895996,3475,3487.5,3425,3462.5,38261000
2015-03-19 00:00:00+00:00,2667.952637,3500,3550,3475,3487.5,76247600
2015-03-20 00:00:00+00:00,2648.895996,3475,3500,3462.5,3500,38954800
2015-03-23 00:00:00+00:00,2667.952637,3500,3512.5,3462.5,3500,28081600
2015-03-24 00:00:00+00:00,2706.066162,3550,3550,3475,3475,45707600
2015-03-25 00:00:00+00:00,2742.851318,3525,3575,3487.5,3512.5,41488400
2015-03-26 00:00:00+00:00,2762.304443,3550,3575,3500,3525,45867600
2015-03-27 00:00:00+00:00,2762.304443,3550,3562.5,3512.5,3537.5,25620000
2015-03-30 00:00:00+00:00,2723.398193,3500,3600,3500,3575,44751800
2015-03-31 00:00:00+00:00,2810.936279,3612.5,3612.5,3562.5,3575,59752400
2015-04-01 00:00:00+00:00,2820.662842,3625,3625,3550,3625,54129600
2015-04-02 00:00:00+00:00,2801.209717,3600,3625,3562.5,3600,34532000
2015-04-06 00:00:00+00:00,2791.483887,3587.5,3625,3575,3625,29098600
2015-04-07 00:00:00+00:00,2830.388916,3637.5,3637.5,3600,3625,40029200
2015-04-08 00:00:00+00:00,2810.936279,3612.5,3637.5,3587.5,3612.5,28646800
2015-04-09 00:00:00+00:00,2791.483887,3587.5,3625,3575,3625,18791200
2015-04-10 00:00:00+00:00,2772.030762,3562.5,3600,3550,3575,27541400
2015-04-13 00:00:00+00:00,2801.209717,3600,3600,3512.5,3600,31733600
2015-04-14 00:00:00+00:00,2762.304443,3550,3587.5,3537.5,3587.5,21955400
2015-04-15 00:00:00+00:00,2762.304443,3550,3550,3500,3537.5,30898400
2015-04-16 00:00:00+00:00,2781.757324,3575,3587.5,3537.5,3550,36702200
2015-04-17 00:00:00+00:00,2742.851318,3525,3575,3525,3550,24982200
2015-04-20 00:00:00+00:00,2791.483887,3587.5,3587.5,3525,3537.5,18803600
2015-04-21 00:00:00+00:00,2791.483887,3587.5,3600,3550,3550,50267000
2015-04-22 00:00:00+00:00,2762.304443,3550,3612.5,3550,3612.5,27232600
2015-04-23 00:00:00+00:00,2772.030762,3562.5,3587.5,3550,3575,36581400
2015-04-24 00:00:00+00:00,2703.945801,3475,3562.5,3475,3562.5,70098400
2015-04-27 00:00:00+00:00,2528.869873,3250,3450,3237.5,3450,144743400
2015-04-28 00:00:00+00:00,2587.22876,3325,3325,3212.5,3300,58757400
2015-04-29 00:00:00+00:00,2538.596191,3262.5,3350,3125,3350,112771600
2015-04-30 00:00:00+00:00,2499.690918,3212.5,3287.5,3187.5,3250,129670400
2015-05-04 00:00:00+00:00,2519.143311,3237.5,3287.5,3162.5,3200,54178000
2015-05-05 00:00:00+00:00,2528.869873,3250,3287.5,3212.5,3262.5,67320000
2015-05-06 00:00:00+00:00,2548.322754,3275,3300,3212.5,3250,41407800
2015-05-07 00:00:00+00:00,2606.681396,3350,3387.5,3275,3300,71871800
2015-05-08 00:00:00+00:00,2587.22876,3325,3387.5,3325,3362.5,33562400
2015-05-11 00:00:00+00:00,2587.22876,3325,3387.5,3325,3375,35371600
2015-05-12 00:00:00+00:00,2626.134033,3375,3387.5,3325,3350,18999000
2015-05-13 00:00:00+00:00,2655.313477,3412.5,3425,3375,3400,24540000
2015-05-15 00:00:00+00:00,2616.407959,3362.5,3437.5,3350,3437.5,22217000
2015-05-18 00:00:00+00:00,2596.955078,3337.5,3375,3325,3325,28726000
2015-05-19 00:00:00+00:00,2626.134033,3375,3400,3325,3325,44776600
2015-05-20 00:00:00+00:00,2635.86084,3387.5,3400,3362.5,3400,23198400
2015-05-21 00:00:00+00:00,2723.398193,3500,3525,3375,3375,58901600
2015-05-22 00:00:00+00:00,2752.578125,3537.5,3562.5,3437.5,3462.5,37526800
2015-05-25 00:00:00+00:00,2742.851318,3525,3550,3512.5,3550,26294600
2015-05-26 00:00:00+00:00,2703.945801,3475,3525,3475,3500,33367200
2015-05-27 00:00:00+00:00,2665.040039,3425,3487.5,3375,3475,36999600
2015-05-28 00:00:00+00:00,2684.492676,3450,3475,3437.5,3450,36734000
2015-05-29 00:00:00+00:00,2674.766357,3437.5,3475,3375,3462.5,46097000
2015-06-01 00:00:00+00:00,2587.22876,3325,3412.5,3300,3387.5,55978400
2015-06-03 00:00:00+00:00,2480.238037,3187.5,3325,3125,3325,77022600
2015-06-04 00:00:00+00:00,2412.152832,3100,3212.5,3100,3200,106657800
2015-06-05 00:00:00+00:00,2421.879395,3112.5,3125,3050,3050,51232600
2015-06-08 00:00:00+00:00,2344.067871,3012.5,3112.5,3012.5,3087.5,54985400
2015-06-09 00:00:00+00:00,2256.530029,2900,2975,2825,2975,136822000
2015-06-10 00:00:00+00:00,2237.077148,2875,3000,2850,2937.5,92982000
2015-06-11 00:00:00+00:00,2168.992432,2787.5,2925,2750,2912.5,121075800
2015-06-12 00:00:00+00:00,2188.445068,2812.5,2825,2762.5,2812.5,71934800
2015-06-15 00:00:00+00:00,2091.180908,2687.5,2787.5,2687.5,2775,57799800
2015-06-16 00:00:00+00:00,2139.812988,2750,2762.5,2600,2662.5,112535600
2015-06-17 00:00:00+00:00,2198.171631,2825,2837.5,2725,2775,76399600
2015-06-18 00:00:00+00:00,2149.539551,2762.5,2850,2737.5,2837.5,61767600
2015-06-19 00:00:00+00:00,2168.992432,2787.5,2825,2775,2775,68060600
2015-06-22 00:00:00+00:00,2178.71875,2800,2837.5,2775,2800,49494600
2015-06-23 00:00:00+00:00,2168.992432,2787.5,2825,2750,2825,39508200
2015-06-24 00:00:00+00:00,2139.812988,2750,2825,2725,2787.5,54783800
2015-06-25 00:00:00+00:00,2081.45459,2675,2737.5,2662.5,2725,62040000
2015-06-26 00:00:00+00:00,2052.275391,2637.5,2700,2625,2625,55679200
2015-06-29 00:00:00+00:00,2042.548828,2625,2637.5,2550,2600,38102400
2015-06-30 00:00:00+00:00,2062.001709,2650,2675,2600,2637.5,76619600
2015-07-01 00:00:00+00:00,2062.001709,2650,2687.5,2637.5,2650,50350000
2015-07-02 00:00:00+00:00,2168.992432,2787.5,2800,2650,2662.5,120236000
2015-07-03 00:00:00+00:00,2188.445068,2812.5,2837.5,2737.5,2800,57287000
2015-07-06 00:00:00+00:00,2120.360107,2725,2812.5,2700,2762.5,51381600
2015-07-07 00:00:00+00:00,2159.266113,2775,2775,2725,2725,46486800
2015-07-08 00:00:00+00:00,2100.907227,2700,2762.5,2687.5,2750,69074400
2015-07-09 00:00:00+00:00,2081.45459,2675,2725,2625,2687.5,51438800
2015-07-10 00:00:00+00:00,2120.360107,2725,2737.5,2675,2700,38366200
2015-07-13 00:00:00+00:00,2130.086914,2737.5,2762.5,2712.5,2750,38223400
2015-07-14 00:00:00+00:00,2062.001709,2650,2787.5,2625,2762.5,108126600
2015-07-15 00:00:00+00:00,1974.463623,2537.5,2662.5,2537.5,2650,108003400
2015-07-22 00:00:00+00:00,2013.369995,2587.5,2637.5,2562.5,2562.5,116952400
2015-07-23 00:00:00+00:00,1984.190063,2550,2612.5,2537.5,2587.5,121323800
2015-07-24 00:00:00+00:00,1945.284546,2500,2550,2492.5,2537.5,91603600
2015-07-27 00:00:00+00:00,1886.926147,2425,2525,2400,2500,83027000
2015-07-28 00:00:00+00:00,1846.075317,2372.5,2415,2367.5,2400,60441000
2015-07-29 00:00:00+00:00,1805.224121,2320,2415,2310,2400,79417600
2015-07-30 00:00:00+00:00,1742.975098,2240,2355,2225,2347.5,173561000
2015-07-31 00:00:00+00:00,1851.911011,2380,2395,2225,2230,103975200
2015-08-03 00:00:00+00:00,1873.309448,2407.5,2422.5,2355,2380,60638000
2015-08-04 00:00:00+00:00,1865.527832,2397.5,2417.5,2392.5,2407.5,51947800
2015-08-05 00:00:00+00:00,1984.190063,2550,2562.5,2397.5,2400,80326600
2015-08-06 00:00:00+00:00,2013.369995,2587.5,2625,2575,2575,110051600
2015-08-07 00:00:00+00:00,1945.284546,2500,2562.5,2495,2550,53685600
2015-08-10 00:00:00+00:00,1902.488403,2445,2475,2427.5,2472.5,58271400
2015-08-11 00:00:00+00:00,1814.950684,2332.5,2470,2300,2452.5,86303600
2015-08-12 00:00:00+00:00,1754.646606,2255,2292.5,2227.5,2290,83453000
2015-08-13 00:00:00+00:00,1801.333496,2315,2365,2270,2270,86573000
2015-08-14 00:00:00+00:00,1779.935303,2287.5,2327.5,2250,2325,77138800
2015-08-18 00:00:00+00:00,1688.50708,2170,2282.5,2170,2275,116453000
2015-08-19 00:00:00+00:00,1719.63147,2210,2235,2155,2170,52802400
2015-08-20 00:00:00+00:00,1719.63147,2210,2230,2167.5,2210,62606600
2015-08-21 00:00:00+00:00,1672.944702,2150,2177.5,2127.5,2162.5,80687400
2015-08-24 00:00:00+00:00,1604.859863,2062.5,2090,2035,2075,81907800
2015-08-25 00:00:00+00:00,1692.397583,2175,2212.5,2137.5,2150,109487000
2015-08-26 00:00:00+00:00,1752.701416,2252.5,2257.5,2145,2252.5,108067400
2015-08-27 00:00:00+00:00,1927.777222,2477.5,2500,2325,2325,144030400
2015-08-28 00:00:00+00:00,1945.284546,2500,2625,2500,2550,108243000
2015-08-31 00:00:00+00:00,1925.831787,2475,2525,2455,2462.5,61187200
2015-09-01 00:00:00+00:00,1851.911011,2380,2445,2380,2437.5,52639600
2015-09-02 00:00:00+00:00,1828.567505,2350,2405,2325,2345,80544800
2015-09-03 00:00:00+00:00,1822.731689,2342.5,2372.5,2325,2357.5,52341600
2015-09-04 00:00:00+00:00,1789.661743,2300,2340,2287.5,2340,38093400
2015-09-07 00:00:00+00:00,1746.865601,2245,2295,2245,2295,27150000
2015-09-08 00:00:00+00:00,1834.40332,2357.5,2362.5,2195,2195,42235000
2015-09-09 00:00:00+00:00,1814.950684,2332.5,2400,2332.5,2387.5,86963000
2015-09-10 00:00:00+00:00,1744.920288,2242.5,2285,2205,2285,70726800
2015-09-11 00:00:00+00:00,1713.795532,2202.5,2255,2200,2225,66903800
2015-09-14 00:00:00+00:00,1731.303345,2225,2225,2185,2185,29104600
2015-09-15 00:00:00+00:00,1696.28833,2180,2200,2160,2175,78337400
2015-09-16 00:00:00+00:00,1678.78064,2157.5,2197.5,2155,2187.5,76575600
2015-09-17 00:00:00+00:00,1692.397583,2175,2195,2082.5,2145,234600000
2015-09-18 00:00:00+00:00,1667.109009,2142.5,2235,2142.5,2200,165978000
2015-09-21 00:00:00+00:00,1684.616577,2165,2165,2100,2110,34705200
2015-09-22 00:00:00+00:00,1672.944702,2150,2195,2137.5,2167.5,50095200
2015-09-23 00:00:00+00:00,1665.163818,2140,2145,2095,2145,44732200
2015-09-25 00:00:00+00:00,1599.024048,2055,2110,2042.5,2110,98708200
2015-09-28 00:00:00+00:00,1532.884277,1970,2047.5,1967.5,2045,50019000
2015-09-29 00:00:00+00:00,1583.46167,2035,2040,1900,1912.5,49600200
2015-09-30 00:00:00+00:00,1608.750366,2067.5,2077.5,2035,2062.5,63485400
2015-10-01 00:00:00+00:00,1632.09375,2097.5,2102.5,2060,2085,54260000
2015-10-02 00:00:00+00:00,1612.640991,2072.5,2090,2037.5,2077.5,46670800
2015-10-05 00:00:00+00:00,1711.850342,2200,2215,2085,2085,116012400
2015-10-06 00:00:00+00:00,1764.373169,2267.5,2350,2225,2235,125224800
2015-10-07 00:00:00+00:00,1828.567505,2350,2350,2262.5,2310,64698000
2015-10-08 00:00:00+00:00,1879.144897,2415,2445,2347.5,2350,130224200
2015-10-09 00:00:00+00:00,1955.010742,2512.5,2537.5,2472.5,2475,85114800
2015-10-12 00:00:00+00:00,1955.010742,2512.5,2562.5,2500,2537.5,58860800
2015-10-13 00:00:00+00:00,1881.090088,2417.5,2525,2405,2525,72273000
2015-10-15 00:00:00+00:00,1955.010742,2512.5,2550,2467.5,2467.5,60694000
2015-10-16 00:00:00+00:00,1984.190063,2550,2575,2525,2562.5,43362400
2015-10-19 00:00:00+00:00,1993.916626,2562.5,2600,2537.5,2575,36446200
2015-10-20 00:00:00+00:00,2023.096313,2600,2625,2537.5,2537.5,40518600
2015-10-21 00:00:00+00:00,2032.822388,2612.5,2650,2587.5,2625,35203400
2015-10-22 00:00:00+00:00,2032.822388,2612.5,2637.5,2587.5,2625,33884400
2015-10-23 00:00:00+00:00,2052.275391,2637.5,2687.5,2600,2662.5,54087000
2015-10-26 00:00:00+00:00,2062.001709,2650,2675,2625,2662.5,36701800
2015-10-27 00:00:00+00:00,2013.369995,2587.5,2612.5,2550,2600,29625600
2015-10-28 00:00:00+00:00,1955.010742,2512.5,2562.5,2500,2550,75105800
2015-10-29 00:00:00+00:00,1873.309448,2407.5,2500,2397.5,2500,84111000
2015-10-30 00:00:00+00:00,1849.965698,2377.5,2417.5,2350,2390,75455800
2015-11-02 00:00:00+00:00,1873.309448,2407.5,2407.5,2325,2370,30277400
2015-11-03 00:00:00+00:00,1925.831787,2475,2525,2442.5,2450,69526200
2015-11-04 00:00:00+00:00,1945.284546,2500,2550,2497.5,2512.5,38504600
2015-11-05 00:00:00+00:00,1923.88623,2472.5,2512.5,2457.5,2495,27261400
2015-11-06 00:00:00+00:00,1873.309448,2407.5,2512.5,2407.5,2490,23876600
2015-11-09 00:00:00+00:00,1896.652588,2437.5,2457.5,2392.5,2432.5,34860800
2015-11-10 00:00:00+00:00,1879.144897,2415,2460,2380,2390,30658200
2015-11-11 00:00:00+00:00,1867.473145,2400,2425,2400,2425,24243600
2015-11-12 00:00:00+00:00,1929.72229,2480,2492.5,2402.5,2405,38280800
2015-11-13 00:00:00+00:00,1883.035645,2420,2482.5,2402.5,2472.5,48826000
2015-11-16 00:00:00+00:00,1875.254395,2410,2432.5,2380,2390,24019400
2015-11-17 00:00:00+00:00,1945.284546,2500,2512.5,2430,2432.5,33574600
2015-11-18 00:00:00+00:00,1955.010742,2512.5,2537.5,2465,2512.5,38168600
2015-11-19 00:00:00+00:00,2023.096313,2600,2612.5,2537.5,2550,55153800
2015-11-20 00:00:00+00:00,2023.096313,2600,2625,2525,2525,33211600
2015-11-23 00:00:00+00:00,2023.096313,2600,2625,2575,2625,24330600
2015-11-24 00:00:00+00:00,2003.643066,2575,2600,2550,2550,26272000
2015-11-25 00:00:00+00:00,2013.369995,2587.5,2600,2562.5,2562.5,63070600
2015-11-26 00:00:00+00:00,1993.916626,2562.5,2612.5,2550,2600,31597600
2015-11-27 00:00:00+00:00,1937.503418,2490,2587.5,2490,2587.5,25980800
2015-11-30 00:00:00+00:00,1855.801392,2385,2512.5,2385,2500,125797600
2015-12-01 00:00:00+00:00,1933.612915,2485,2495,2427.5,2427.5,84802600
2015-12-02 00:00:00+00:00,1939.448975,2492.5,2500,2477.5,2500,50505400
2015-12-03 00:00:00+00:00,1941.394043,2495,2500,2470,2477.5,42190200
2015-12-04 00:00:00+00:00,1927.777222,2477.5,2490,2455,2465,61042600
2015-12-07 00:00:00+00:00,1945.284546,2500,2512.5,2492.5,2500,29830600
2015-12-08 00:00:00+00:00,1943.339478,2497.5,2525,2480,2492.5,35239200
2015-12-09 00:00:00+00:00,1943.339478,2497.5,2497.5,2497.5,2497.5,0
2015-12-10 00:00:00+00:00,1945.284546,2500,2500,2460,2462.5,57791200
2015-12-11 00:00:00+00:00,1918.050781,2465,2512.5,2465,2500,41328400
2015-12-14 00:00:00+00:00,1867.473145,2400,2435,2390,2425,49749200
2015-12-15 00:00:00+00:00,1863.582397,2395,2405,2390,2400,49558200
2015-12-16 00:00:00+00:00,1945.284546,2500,2500,2410,2437.5,56514600
2015-12-17 00:00:00+00:00,1964.737305,2525,2575,2525,2550,65132800
2015-12-18 00:00:00+00:00,1929.72229,2480,2512.5,2477.5,2512.5,41810800
2015-12-21 00:00:00+00:00,1888.871338,2427.5,2497.5,2412.5,2465,50881400
2015-12-22 00:00:00+00:00,1908.324219,2452.5,2465,2432.5,2435,24393000
2015-12-23 00:00:00+00:00,1898.597778,2440,2475,2432.5,2475,20384200
2015-12-28 00:00:00+00:00,1945.284546,2500,2512.5,2440,2467.5,25746800
2015-12-29 00:00:00+00:00,1941.394043,2495,2512.5,2487.5,2500,11798200
2015-12-30 00:00:00+00:00,1941.394043,2495,2525,2492.5,2500,39911600
2016-01-04 00:00:00+00:00,1902.488403,2445,2512.5,2442.5,2495,27328000
2016-01-05 00:00:00+00:00,1925.831787,2475,2487.5,2445,2445,52928800
2016-01-06 00:00:00+00:00,1964.737305,2525,2600,2467.5,2480,72766400
2016-01-07 00:00:00+00:00,1939.448975,2492.5,2537.5,2492.5,2500,37299800
2016-01-08 00:00:00+00:00,1945.284546,2500,2525,2487.5,2500,48698400
2016-01-11 00:00:00+00:00,1919.99585,2467.5,2487.5,2462.5,2487.5,43049000
2016-01-12 00:00:00+00:00,1914.160034,2460,2500,2460,2487.5,43517000
2016-01-13 00:00:00+00:00,1939.448975,2492.5,2512.5,2472.5,2495,50832000
2016-01-14 00:00:00+00:00,1955.010742,2512.5,2525,2442.5,2465,93305600
2016-01-15 00:00:00+00:00,1935.558228,2487.5,2537.5,2487.5,2525,36907400
2016-01-18 00:00:00+00:00,1914.160034,2460,2485,2457.5,2465,47922600
2016-01-19 00:00:00+00:00,1929.72229,2480,2480,2455,2460,19682000
2016-01-20 00:00:00+00:00,1886.926147,2425,2472.5,2425,2470,66809400
2016-01-21 00:00:00+00:00,1894.707275,2435,2462.5,2432.5,2437.5,34203800
2016-01-22 00:00:00+00:00,1945.284546,2500,2512.5,2460,2462.5,71165400
2016-01-25 00:00:00+00:00,1955.010742,2512.5,2575,2500,2525,84795200
2016-01-26 00:00:00+00:00,1918.050781,2465,2512.5,2452.5,2490,52780200
2016-01-27 00:00:00+00:00,1925.831787,2475,2492.5,2457.5,2480,35753600
2016-01-28 00:00:00+00:00,1929.72229,2480,2482.5,2452.5,2475,44420400
2016-01-29 00:00:00+00:00,1910.269409,2455,2490,2437.5,2480,100133600
2016-02-01 00:00:00+00:00,1898.597778,2440,2477.5,2417.5,2475,77142800
2016-02-02 00:00:00+00:00,1902.488403,2445,2462.5,2437.5,2440,33135800
2016-02-03 00:00:00+00:00,1894.707275,2435,2440,2420,2422.5,66343000
2016-02-04 00:00:00+00:00,1925.831787,2475,2477.5,2445,2452.5,66704400
2016-02-05 00:00:00+00:00,2052.275391,2637.5,2662.5,2477.5,2480,226610200
2016-02-09 00:00:00+00:00,2062.001709,2650,2712.5,2600,2612.5,112177400
2016-02-10 00:00:00+00:00,2071.728027,2662.5,2687.5,2625,2625,34526000
2016-02-11 00:00:00+00:00,2100.907227,2700,2750,2650,2650,110657800
2016-02-12 00:00:00+00:00,2052.275391,2637.5,2750,2637.5,2675,51978000
2016-02-15 00:00:00+00:00,2100.907227,2700,2712.5,2675,2687.5,49239600
2016-02-16 00:00:00+00:00,2100.907227,2700,2737.5,2662.5,2687.5,29412400
2016-02-17 00:00:00+00:00,2130.086914,2737.5,2775,2700,2712.5,63419200
2016-02-18 00:00:00+00:00,2120.360107,2725,2837.5,2725,2775,105241000
2016-02-19 00:00:00+00:00,1984.190063,2550,2625,2550,2575,239103800
2016-02-22 00:00:00+00:00,1945.284546,2500,2575,2492.5,2562.5,109851400
2016-02-23 00:00:00+00:00,1927.777222,2477.5,2525,2440,2512.5,96649800
2016-02-24 00:00:00+00:00,1993.916626,2562.5,2562.5,2482.5,2485,65158400
2016-02-25 00:00:00+00:00,1945.284546,2500,2562.5,2490,2550,38040400
2016-02-26 00:00:00+00:00,1955.010742,2512.5,2537.5,2500,2525,54203800
2016-02-29 00:00:00+00:00,1974.463623,2537.5,2537.5,2500,2525,50513600
2016-03-01 00:00:00+00:00,1941.394043,2495,2550,2482.5,2537.5,69160800
2016-03-02 00:00:00+00:00,1945.284546,2500,2537.5,2495,2512.5,76279000
2016-03-03 00:00:00+00:00,2003.643066,2575,2600,2525,2525,95803800
2016-03-04 00:00:00+00:00,2052.275391,2637.5,2650,2587.5,2587.5,72841000
2016-03-07 00:00:00+00:00,2062.001709,2650,2687.5,2637.5,2650,69531400
2016-03-08 00:00:00+00:00,2052.275391,2637.5,2675,2587.5,2662.5,52440400
2016-03-10 00:00:00+00:00,2042.548828,2625,2637.5,2587.5,2625,47143400
2016-03-11 00:00:00+00:00,2042.548828,2625,2625,2625,2625,0
2016-03-14 00:00:00+00:00,2042.548828,2625,2625,2625,2625,0
2016-03-15 00:00:00+00:00,2081.45459,2675,2687.5,2650,2687.5,32259000
2016-03-16 00:00:00+00:00,2081.45459,2675,2700,2662.5,2700,58000400
2016-03-17 00:00:00+00:00,2091.180908,2687.5,2712.5,2687.5,2700,92556200
2016-03-18 00:00:00+00:00,2139.96582,2687.5,2700,2637.5,2650,69313200
2016-03-21 00:00:00+00:00,2139.96582,2687.5,2725,2675,2700,43601600
2016-03-22 00:00:00+00:00,2139.96582,2687.5,2712.5,2675,2700,61065800
2016-03-23 00:00:00+00:00,2110.105469,2650,2712.5,2625,2712.5,45154000
2016-03-24 00:00:00+00:00,2050.385742,2575,2650,2562.5,2650,41795200
2016-03-28 00:00:00+00:00,2030.478882,2550,2575,2537.5,2550,17483000
2016-03-29 00:00:00+00:00,2010.572388,2525,2562.5,2500,2537.5,27933200
2016-03-30 00:00:00+00:00,2060.3396,2587.5,2587.5,2537.5,2550,49834800
2016-03-31 00:00:00+00:00,2070.29248,2600,2612.5,2575,2600,55576000
2016-04-01 00:00:00+00:00,2030.478882,2550,2575,2525,2550,38793400
2016-04-04 00:00:00+00:00,2040.432129,2562.5,2575,2537.5,2562.5,29010400
2016-04-05 00:00:00+00:00,2070.29248,2600,2637.5,2550,2562.5,65103200
2016-04-06 00:00:00+00:00,2070.29248,2600,2637.5,2600,2612.5,32665400
2016-04-07 00:00:00+00:00,2100.152832,2637.5,2650,2625,2637.5,71517200
2016-04-08 00:00:00+00:00,2070.29248,2600,2637.5,2575,2637.5,47637200
2016-04-11 00:00:00+00:00,2070.29248,2600,2600,2600,2600,0
